base_seg_id	lpair	source	ht	mt	src_doc_id
_EN_DE_003723-10	ende	If anything is to come out of the Barcelona summit, it is a re-endorsement and re-affirmation of the importance of lifelong learning and a knowledge-based society with education and training for all.	Wollen wir auf dem Gipfel von Barcelona Ergebnisse erzielen, dann müssen wir die Bedeutung des lebenslangen Lernens sowie einer wissensbasierten Gesellschaft mit Bildungs- und Fortbildungsmöglichkeiten für alle Menschen erneut bestätigen und bekräftigen.	Wenn der Gipfel von Barcelona etwas bewirken soll, dann ist es die erneute Bekräftigung und Bestätigung der Bedeutung des lebenslangen Lernens und einer wissensbasierten Gesellschaft mit Bildung und Ausbildung für alle.	ORG_WR_EN_DE_003723
_EN_DE_003723-11	ende	It is the most important aspect to come.	Dies wird fortan der wichtigste Aspekt sein.	Das ist der wichtigste Aspekt, der dabei herauskommen muss.	ORG_WR_EN_DE_003723
_EN_DE_003752-01	ende	While I welcome the Commissioner 's statement, I regret the fact that the Commission 's work has not been more balanced recognising, for example, that there is a dark side to globalisation, too and has not been more ambitious.	Wenngleich ich die Erklärung des Kommissionsmitglieds begrüße, bedauere ich, dass die Arbeit der Kommission nicht ausgewogener gewesen ist indem sie zu dem Beispiel berücksichtigt, dass die Globalisierung auch ihre Schattenseiten hat und dass sie ihre Ziele nicht weiter gesteckt hat.	Ich begrüße zwar die Erklärung des Kommissars, bedauere jedoch, dass die Arbeit der Kommission nicht ausgewogener war und beispielsweise nicht anerkannt hat, dass die Globalisierung auch eine Schattenseite hat, und dass sie nicht ehrgeiziger war.	ORG_WR_EN_DE_003752
_EN_DE_003752-02	ende	Why did the Commission not take up Mr Verhofstadt 's suggestion that we should have a G8 not based on wealth and composed of the richest nations, but based on population and composed of the world 's major regional bodies, thereby involving the African Union, Mercosur, the South Asian Area of Regional Cooperation (SAARC) and so on?	Warum hat die Kommission denn den Vorschlag von Herrn Verhofstadt nicht aufgegriffen, wonach das Kriterium für die Zugehörigkeit zu der G8 nicht der Reichtum sein sollte und ihr nicht nur die wohlhabendsten Staaten angehören sollten, sondern vielmehr das Kriterium der Bevölkerungszahl gilt und die größten regionalen Vereinigungen der Welt vertreten wären, so unter anderem die Afrikanische Union, Mercosur, die Südasiatische Vereinigung für Regionale Zusammenarbeit (SAARC) und andere?	Warum hat die Kommission den Vorschlag von Herrn Verhofstadt nicht aufgegriffen, dass wir einen G8-Gipfel nicht auf der Grundlage des Wohlstands und unter Beteiligung der reichsten Nationen, sondern auf der Grundlage der Bevölkerungszahl und unter Beteiligung der wichtigsten regionalen Organisationen der Welt, darunter die Afrikanische Union, der Mercosur, die Südasiatische Vereinigung für regionale Zusammenarbeit (SAARC) usw., veranstalten sollten?	ORG_WR_EN_DE_003752
_EN_DE_003752-03	ende	Globalism has led to a world of interconnected communities.	Die Globalisierung hat zu einer Welt der miteinander verbundenen Gemeinschaften geführt.	Die Globalisierung hat zu einer Welt miteinander verbundener Gemeinschaften geführt.	ORG_WR_EN_DE_003752
_EN_DE_003752-04	ende	Technology and language learning have transformed our ability to communicate.	Die moderne Technik und das Erlernen von Fremdsprachen haben unsere Kommunikationsfähigkeiten verändert.	Technologie und Sprachenlernen haben unsere Kommunikationsfähigkeit verändert.	ORG_WR_EN_DE_003752
_EN_DE_003752-05	ende	Trade and investment have changed our economic perspectives and vastly increased our wealth.	Handel und Investitionen haben unsere wirtschaftlichen Perspektiven verändert und unseren Reichtum beträchtlich erhöht.	Handel und Investitionen haben unsere wirtschaftlichen Perspektiven verändert und unseren Wohlstand enorm gesteigert.	ORG_WR_EN_DE_003752
_EN_DE_003752-06	ende	Travel has opened up new horizons and new opportunities for human contact.	Das Reisen hat unseren Horizont erweitert und neue Möglichkeiten zu persönlichen Kontakten geschaffen.	Das Reisen hat neue Horizonte und neue Möglichkeiten für zwischenmenschliche Kontakte eröffnet.	ORG_WR_EN_DE_003752
_EN_DE_003752-07	ende	And yet all this has not come without a cost, because criminals have organised themselves into global networks; humankind 's damage to our natural environment threatens the future viability of life on our planet; and powerlessness and alienation are restricting opportunities for far too many to develop their own abilities and to improve the lot of themselves and their families.	Dennoch sind damit auch Nachteile verbunden, da sich Kriminelle in globalen Netzwerken organisieren konnten, die Zerstörung der Umwelt durch den Menschen künftiges Leben auf unserem Planeten gefährdet, und Machtlosigkeit und Verfremdung zu viele Menschen in ihren Möglichkeiten einschränken, als dass sie ihre Fähigkeiten entwickeln und ihre Lebenssituation bzw. die ihrer Familien verbessern könnten.	Und doch hat all dies seinen Preis, denn Kriminelle haben sich zu globalen Netzwerken zusammengeschlossen; die von den Menschen verursachten Schäden an unserer natürlichen Umwelt bedrohen die Zukunftsfähigkeit des Lebens auf unserem Planeten; und Machtlosigkeit und Entfremdung schränken die Möglichkeiten viel zu vieler Menschen ein, ihre eigenen Fähigkeiten zu entwickeln und ihr Schicksal und das ihrer Familien zu verbessern.	ORG_WR_EN_DE_003752
_EN_DE_003752-08	ende	History, Mr President, suggests that if the world were truly a global village, many more would be shocked by the misery of the poor.	Die Geschichte zeigt, Herr Präsident, dass, wenn die Welt inzwischen tatsächlich ein globales Dorf wäre, viel mehr Menschen über das Elend der Armen schockiert wären.	Die Geschichte, Herr Präsident, zeigt, dass, wenn die Welt wirklich ein globales Dorf wäre, viel mehr Menschen über das Elend der Armen schockiert wären.	ORG_WR_EN_DE_003752
_EN_DE_003752-09	ende	Of 6 billion human beings, half are living on less than EUR 2 per day and 800 million are going to sleep hungry every night.	Von den sechs Milliarden Menschen auf der Erde muss die Hälfte mit weniger als 2 EUR pro Tag auskommen und 800 Millionen gehen jeden Abend hungrig schlafen.	Von 6 Milliarden Menschen leben die Hälfte von weniger als 2 Euro pro Tag, und 800 Millionen gehen jeden Abend hungrig zu Bett.	ORG_WR_EN_DE_003752
_EN_DE_003752-10	ende	I say, therefore, to our friends on the Right that yes, the market economy, if intelligently regulated, is the most powerful instrument known to mankind to lift people out of poverty.	Daher sage ich zu unseren Freunden auf der rechten Seite: Ja, die Marktwirtschaft ist, wenn sie umsichtig reguliert wird, das mächtigste, der Menschheit bekannte Instrument, um Menschen von Armut zu befreien.	Ich sage daher unseren Freunden auf der rechten Seite: Ja, die Marktwirtschaft ist, wenn sie intelligent reguliert wird, das mächtigste Instrument, das die Menschheit kennt, um Menschen aus der Armut zu befreien.	ORG_WR_EN_DE_003752
_EN_DE_003752-11	ende	That we have not yet learned to use it properly, however, is shown by financial crises, by environmental degradation and by the continued spread of preventable disease.	Dennoch zeigen Finanzkrisen, Umweltverschmutzung und die unaufhörliche Ausbreitung verhütbarer Krankheiten, dass wir noch immer nicht gelernt haben, vernünftig damit umzugehen.	Dass wir jedoch noch nicht gelernt haben, sie richtig einzusetzen, zeigen Finanzkrisen, Umweltzerstörung und die anhaltende Ausbreitung vermeidbarer Krankheiten.	ORG_WR_EN_DE_003752
_EN_DE_003752-12	ende	Moreover, our failure to reach 0.7% of GDP in development aid is depriving the poor of EUR 100 billion per annum.	Da wir es außerdem immer noch nicht geschafft, haben 0,7 % unseres BIP für Entwicklungshilfe ausgeben, enthalten wir den Armen jährlich 100 Mrd. EUR vor.	Darüber hinaus entgehen den Armen jährlich 100 Milliarden Euro, weil wir es nicht schaffen, 0,7 % des BIP für Entwicklungshilfe aufzuwenden.	ORG_WR_EN_DE_003752
_EN_DE_003752-13	ende	I say to the Left that we need to reform our trade policies because aid and debt relief for developing countries without access to our markets can be nothing more than a palliative.	Und der Linken sage ich, dass wir unsere Handelspolitik reformieren müssen, denn Entwicklungshilfe und Schuldenerlass für Entwicklungsländer können nichts weiter als ein Linderungsmittel sein, wenn ihnen der Zugang zu unseren Märkten verwehrt wird.	Der Linken sage ich, dass wir unsere Handelspolitik reformieren müssen, denn Hilfe und Schuldenerlass für Entwicklungsländer ohne Zugang zu unseren Märkten können nur ein Notbehelf sein.	ORG_WR_EN_DE_003752
_EN_DE_003752-14	ende	To the Greens I would say that access to scientific progress is also important.	Den Grünen würde ich sagen, dass auch der Zugang zu wissenschaftlichem Fortschritt von Bedeutung ist.	Den Grünen möchte ich sagen, dass auch der Zugang zu wissenschaftlichem Fortschritt wichtig ist.	ORG_WR_EN_DE_003752
_EN_DE_003752-15	ende	It is the key to better nutrition, to improved health and life expectancy and to rising living standards.	Darin liegt nämlich der Schlüssel zu besserer Ernährung, verbessertem Gesundheitszustand und höherer Lebenserwartung.	Er ist der Schlüssel zu besserer Ernährung, besserer Gesundheit und Lebenserwartung sowie zu steigendem Lebensstandard.	ORG_WR_EN_DE_003752
_EN_DE_003752-16	ende	We must not starve the developing world of the benefits of innovation.	Wir dürfen den Entwicklungsländern nicht die Vorteile von Innovationen vorenthalten.	Wir dürfen den Entwicklungsländern nicht die Vorteile der Innovation vorenthalten.	ORG_WR_EN_DE_003752
_EN_DE_003752-17	ende	The challenge to humankind is to establish effective instruments of international government.	Die Menschheit steht daher vor der großen Aufgabe, wirksame Instrumente für globales Regieren zu schaffen.	Die Herausforderung für die Menschheit besteht darin, wirksame Instrumente der internationalen Regierungsführung zu schaffen.	ORG_WR_EN_DE_003752
_EN_DE_003752-18	ende	The United Nations, the international financial institutions, NATO, etc. have not succeeded as much as they should.	Die Vereinten Nationen, die internationalen Finanzinstitutionen, die NATO usw. waren nicht so erfolgreich, wie sie es hätten sein sollen.	Die Vereinten Nationen, die internationalen Finanzinstitutionen, die NATO usw. haben nicht so viel erreicht, wie sie sollten.	ORG_WR_EN_DE_003752
_EN_DE_003752-19	ende	Yet, in the European Union we may have a model for wider global governance.	Die Europäische Union jedoch könnte als Vorbild für eine umfassende Global Governance dienen.	Doch in der Europäischen Union haben wir möglicherweise ein Modell für eine umfassendere globale Regierungsführung.	ORG_WR_EN_DE_003752
_EN_DE_003752-20	ende	We need from our current leaders vision and commitment such as that shown by the founders of the Union.	Wir benötigen daher von unseren jetzigen Staats- und Regierungschefs Visionen und Engagement, so wie dies von den Gründungsvätern der Union gezeigt wurde.	Wir brauchen von unseren derzeitigen Führungskräften Visionen und Engagement, wie sie die Gründer der Union gezeigt haben.	ORG_WR_EN_DE_003752
_EN_DE_003752-21	ende	It involves the self-confidence to engage with the world economic forum, the world social forum and others and the self-confidence to say to our friends in the United States that their legitimate sense of vulnerability after 11 September should not lead them in a unilateralist direction whether in matters relating to military or economic security, the environment or fighting crime.	Dazu gehört genug Selbstbewusstsein, um mit dem Weltwirtschaftsforum, dem Weltsozialforum und anderen in Beziehung zu treten und genug Selbstbewusstsein, um unseren Freunden in den USA zu sagen, dass sie sich durch ihr berechtigtes Gefühl von Verletzlichkeit nach dem 11. September nicht in eine unilateralistische Richtung lenken lassen sollten, und zwar unabhängig davon, ob es sich um militärische oder wirtschaftliche Sicherheit, die Umwelt oder die Verbrechensbekämpfung handelt.	Dazu gehört das Selbstbewusstsein, sich im Weltwirtschaftsforum, im Weltsozialforum und anderen Gremien zu engagieren, und das Selbstbewusstsein, unseren Freunden in den Vereinigten Staaten zu sagen, dass ihr berechtigtes Gefühl der Verletzlichkeit nach dem 11. September sie nicht in eine unilateralistische Richtung führen sollte, sei es in Fragen der militärischen oder wirtschaftlichen Sicherheit, der Umwelt oder der Verbrechensbekämpfung.	ORG_WR_EN_DE_003752
_EN_DE_003752-22	ende	Global problems require global solutions.	Globale Probleme erfordern globale Lösungen.	Globale Probleme erfordern globale Lösungen.	ORG_WR_EN_DE_003752
_EN_DE_004321-01	ende	In November last year the Committee on Legal Affairs and the Internal Market instigated a public hearing on timeshares and a number of my constituents were able to come and explain their experiences directly to that hearing.	Im November vergangenen Jahres wurde von dem Ausschuss für Recht und Binnenmarkt eine öffentliche Anhörung über das Thema Teilnutzungsrechte an Immobilien initiiert, an der mehrere Bürger aus meinem Wahlkreis teilnahmen, um direkt über ihre Erfahrungen zu berichten.	Im November letzten Jahres hat der Ausschuss für Recht und Binnenmarkt eine öffentliche Anhörung zum Thema Timesharing initiiert, bei der einige meiner Wähler ihre Erfahrungen direkt vorbringen konnten.	ORG_WR_EN_DE_004321
_EN_DE_004321-02	ende	I an dem very happy to say that many of the problems raised at the hearing, both in the oral presentations and the written dossier of evidence I submitted at the time, have been addressed.	Ich freue mich, dass ich sagen kann, dass viele der Probleme mittlerweile beseitigt werden konnten, die bei dieser Anhörung sowohl in den mündlichen Berichten als auch in dem schriftlichen Bericht, den ich damals vorgelegt hatte, angesprochen wurden.	Ich freue mich sehr, dass viele der bei der Anhörung angesprochenen Probleme, sowohl in den mündlichen Vorträgen als auch in den schriftlichen Unterlagen, die ich damals vorgelegt habe, angegangen wurden.	ORG_WR_EN_DE_004321
_EN_DE_004321-03	ende	A particular concern has been the increase in holiday club, or points club operations, which, by the very nature of their membership rules, take advantage of current legislation, which does not cover contracts of under three years.	Ein besonderes Problem ist die Zunahme der Zahl von Ferienklubs oder Punktesystemen, die durch die Art ihrer Mitgliedschaftsbestimmungen die bestehende Gesetzgebung ausnutzen, in der keine Regelungen für Verträge mit einer Laufzeit von unter drei Jahren vorgesehen sind.	Ein besonderes Anliegen war die Zunahme von Ferienclubs oder Punkteclubs, die aufgrund ihrer Mitgliedschaftsregeln die derzeitige Gesetzgebung ausnutzen, die Verträge mit einer Laufzeit von weniger als drei Jahren nicht abdeckt.	ORG_WR_EN_DE_004321
_EN_DE_004321-04	ende	I would therefore commend to the House the proposal to cover all contracts of this nature, thus shutting off the loophole that currently exists.	Ich möchte dem Haus daher den Vorschlag empfehlen, der die Erfassung aller derartigen Verträge vorsieht, um so das derzeit bestehende Schlupfloch zu schließen.	Ich möchte daher dem Haus den Vorschlag empfehlen, alle Verträge dieser Art abzudecken und damit die derzeit bestehende Lücke zu schließen.	ORG_WR_EN_DE_004321
_EN_DE_004321-05	ende	Furthermore, I an dem pleased to see that we have proposed that the handing over of credit card details be subject to the same cooling-off period as a deposit by any other means.	Darüber hinaus begrüße ich unseren Vorschlag, dass für die Bekanntgabe von Einzelheiten über die Kreditkarte dieselbe Abkühlungszeit gelten sollte wie für andere Anzahlungen.	Darüber hinaus freue ich mich, dass wir vorgeschlagen haben, dass die Übermittlung von Kreditkartendaten derselben Widerrufsfrist unterliegen soll wie eine Anzahlung auf anderem Wege.	ORG_WR_EN_DE_004321
_EN_DE_004321-06	ende	I have heard in surgeries in my own constituency of stories of innocent holidaymakers unwittingly giving timeshare touts their credit card details, only to find on their return from holiday that significant amounts of money have been debited from their accounts.	Ich habe bei Sprechstunden in meinem Wahlkreis gehört, dass unschuldige Urlauber Schleppern der Timesharing-Branche völlig ahnungslos Kreditkartenangaben machten und nach der Rückkehr aus ihrem Urlaub feststellen mussten, dass erhebliche Summen von ihrem Konto abgebucht waren.	In meiner Wahlkreissprechstunde habe ich Geschichten von unschuldigen Urlaubern gehört, die unwissentlich Timeshare-Anbietern ihre Kreditkartendaten gegeben haben und nach ihrer Rückkehr aus dem Urlaub feststellen mussten, dass erhebliche Beträge von ihren Konten abgebucht worden waren.	ORG_WR_EN_DE_004321
_EN_DE_004321-07	ende	Similarly, it is also vital that once contracts have been definitively signed, consumers are adequately protected against unreasonable increases in maintenance costs and, in cases where there has been malpractice, holidaymakers have easy recourse to legal redress.	Wichtig ist auch, dass die Verbraucher nach der endgültigen Unterzeichnung von Verträgen ausreichend vor einem unangemessenen Anstieg der Unterhaltskosten geschützt werden und die Urlauber in den Fällen, in denen ein Missbrauch vorliegt, ohne großen Aufwand Entschädigungsansprüche geltend machen können.	Ebenso wichtig ist es, dass die Verbraucher nach der endgültigen Unterzeichnung eines Vertrags angemessen vor unangemessenen Erhöhungen der Unterhaltskosten geschützt sind und dass Urlauber in Fällen von Fehlverhalten leicht Rechtsmittel einlegen können.	ORG_WR_EN_DE_004321
_EN_DE_004321-08	ende	A significant hurdle to such redress is the cost of complainants undertaking often lengthy legal procedures in a country where they are not completely at ease with the process.	Eine große Hürde für die Erlangung von Schadenersatz sind die mit einer Klage verbundenen Kosten, die durch oft langwierige Gerichtsverfahren in einem anderen Land entstehen, mit dessen Verfahren die Geschädigten nicht vertraut sind.	Ein erhebliches Hindernis für solche Rechtsmittel sind die Kosten, die den Beschwerdeführern durch oft langwierige Gerichtsverfahren in einem Land entstehen, in dem sie mit den Verfahren nicht vollständig vertraut sind.	ORG_WR_EN_DE_004321
_EN_DE_004321-09	ende	We must therefore look at new ways of simplifying this procedure, perhaps allowing complainants to use their own national judicial systems if necessary.	Wir müssen daher nach neuen Wegen zu der Vereinfachung dieses Verfahrens suchen. Vielleicht wäre es eine Lösung, wenn die Verbraucher bei Beschwerden das Rechtssystem des eigenen Landes nutzen könnten, wenn dies nötig ist.	Wir müssen daher nach neuen Wegen suchen, um dieses Verfahren zu vereinfachen, indem wir den Beschwerdeführern gegebenenfalls die Möglichkeit geben, ihre eigenen nationalen Rechtssysteme in Anspruch zu nehmen.	ORG_WR_EN_DE_004321
_EN_DE_004321-10	ende	These measures represent essential steps towards genuine consumer protection for European holidaymakers purchasing this type of holiday.	Diese Maßnahmen sind wichtige Schritte auf dem Weg zu einem wirksamen Schutz der europäischen Urlauber, die diese Art von Urlaubsleistungen erwerben.	Diese Maßnahmen sind wesentliche Schritte hin zu einem echten Verbraucherschutz für europäische Urlauber, die diese Art von Urlaub buchen.	ORG_WR_EN_DE_004321
_EN_DE_004321-11	ende	However, the current report is not a complete solution to all problems.	Der vorliegende Bericht bietet jedoch keine Lösung für alle bestehenden Probleme.	Der vorliegende Bericht ist jedoch keine vollständige Lösung für alle Probleme.	ORG_WR_EN_DE_004321
_EN_DE_004321-12	ende	I hope that Members will be able to support my amendment to extend the cooling-off period to 28 calendar days from its current 10.	Ich hoffe, dass die Mitglieder meinen Änderungsantrag zu der Verlängerung der Abkühlungszeit von derzeit 10 auf 28 Kalendertage unterstützen können.	Ich hoffe, dass die Abgeordneten meinen Änderungsantrag unterstützen werden, die Widerrufsfrist von derzeit 10 auf 28 Kalendertage zu verlängern.	ORG_WR_EN_DE_004321
_EN_DE_004321-13	ende	This would give a real opportunity for people to consider, in the cold light of day when they return from holiday, whether they wish to go ahead with their purchase.	Auf diese Weise hätten die Betroffenen die Möglichkeit, nach der Rückkehr aus ihrem Urlaub alle Fakten kühl und sachlich zu prüfen und zu entscheiden, ob sie den geplanten Kauf tatsächlich abschließen wollen.	Dies würde den Menschen eine echte Möglichkeit geben, nach ihrer Rückkehr aus dem Urlaub in aller Ruhe zu überlegen, ob sie ihren Kauf tätigen möchten.	ORG_WR_EN_DE_004321
_EN_DE_004321-14	ende	I hope now that the Commission can come forward with appropriate proposals for legislation as quickly as possible so that our EU citizens can enjoy all forms of timeshare holidays in complete peace of mind.	Ich hoffe, dass die Kommission so schnell wie möglich geeignete Vorschläge für Rechtsvorschriften vorlegen kann, damit unsere EU-Bürger alle Formen des Timesharing-Urlaubs ganz beruhigt genießen können.	Ich hoffe nun, dass die Kommission so schnell wie möglich geeignete Legislativvorschläge vorlegen kann, damit unsere EU-Bürger alle Formen von Timesharing-Urlauben in aller Ruhe genießen können.	ORG_WR_EN_DE_004321
_EN_DE_000131-01	ende	I look forward to working cooperatively with her.	Ich freue mich auf die kooperative Zusammenarbeit mit ihr.	Ich freue mich auf die Zusammenarbeit mit ihr.	ORG_WR_EN_DE_000131
_EN_DE_000131-02	ende	I cannot, however, let the information that I have just received about the nuclear accident in South Korea go unrecognised.	Ich kann nicht umhin, Ihnen die Meldung weiterzugeben, die ich eben über einen Atomunfall in Süd-Korea erhalten habe.	Ich kann jedoch die Informationen, die ich gerade über den Atomunfall in Südkorea erhalten habe, nicht unkommentiert lassen.	ORG_WR_EN_DE_000131
_EN_DE_000131-03	ende	I was very shocked and saddened to hear of the deaths of 22 workers, apparently as the result of a heavy water accident.	Ich war sehr betroffen über die Nachricht, daß 22 Arbeiter bei einem Unfall getötet worden sind, bei dem offensichtlich schweres Wasser ausgetreten ist.	Ich war sehr schockiert und traurig, als ich vom Tod von 22 Arbeitern hörte, offenbar infolge eines Unfalls mit schwerem Wasser.	ORG_WR_EN_DE_000131
_EN_DE_000131-04	ende	That underlines what we are trying to do here today and the need for changes in energy policy and in the budget for energy policy.	Dieser Unfall macht deutlich, wie wichtig das heutige Thema ist und wie dringend wir einen Wandel in der Energiepolitik sowie bei der Bereitstellung von Haushaltsmitteln für die Energiepolitik brauchen.	Das unterstreicht, was wir heute hier versuchen, und die Notwendigkeit von Änderungen in der Energiepolitik und im Haushalt für die Energiepolitik.	ORG_WR_EN_DE_000131
_EN_DE_000131-05	ende	SAVE is the only Community-wide programme dedicated to promoting the rational use of energy.	SAVE ist das einzige gemeinschaftsweite Programm zu der Förderung der rationellen Nutzung von Energie.	SAVE ist das einzige gemeinschaftsweite Programm, das sich der Förderung der rationellen Energienutzung widmet.	ORG_WR_EN_DE_000131
_EN_DE_000131-06	ende	SAVE II focuses on the non-technical elements, helping to build energy efficiency infrastructure, and therefore does not pay for hardware investments.	Im Programm SAVE II stehen nichttechnische Elemente in dem Mittelpunkt, mit deren Hilfe eine Infrastruktur der Energieeffizienz aufgebaut werden soll.	SAVE II konzentriert sich auf die nichttechnischen Elemente, trägt zum Aufbau einer energieeffizienten Infrastruktur bei und finanziert daher keine Investitionen in Hardware.	ORG_WR_EN_DE_000131
_EN_DE_000131-08	ende	The purpose of the programme is rather to create an environment in which investments and energy efficiency will be promoted and where energy efficiency will be recognised as a market opportunity.	Der Zweck des Programms besteht vielmehr darin, ein günstiges Umfeld für Investitionen und Energieeffizienz zu schaffen, in dem der rationelle Einsatz von Energie als Marktchance betrachtet wird.	Das Programm zielt vielmehr darauf ab, ein Umfeld zu schaffen, in dem Investitionen und Energieeffizienz gefördert werden und Energieeffizienz als Marktchance anerkannt wird.	ORG_WR_EN_DE_000131
_EN_DE_000131-09	ende	We have heard about the difficulties of competition and renewable energy, but energy saving also saves money and, therefore, is a good investment all round.	Die Probleme in dem Zusammenhang mit der Wettbewerbsfähigkeit erneuerbarer Energien wurden erwähnt, die Einsparung von Energie führt jedoch auch zu der Einsparung von Geld und ist daher rundum eine gute Investition.	Wir haben von den Schwierigkeiten des Wettbewerbs und der erneuerbaren Energien gehört, aber Energiesparen spart auch Geld und ist daher in jeder Hinsicht eine gute Investition.	ORG_WR_EN_DE_000131
_EN_DE_000131-10	ende	The SAVE programme was thoroughly and positively evaluated in 1994.	Das Programm SAVE wurde in dem Jahre 1994 sorgfältig evaluiert und für positiv befunden.	Das SAVE-Programm wurde 1994 gründlich und positiv bewertet.	ORG_WR_EN_DE_000131
_EN_DE_000131-11	ende	I congratulate the Commission on the way it was run: credit where credit is due.	Ich gratuliere der Kommission zu der Durchführung des Programms: Ehre, wem Ehre gebührt.	Ich gratuliere der Kommission zu der Art und Weise, wie es durchgeführt wurde: Ehre, wem Ehre gebührt.	ORG_WR_EN_DE_000131
_EN_DE_000131-12	ende	This House gives kicks to the Commission when it sees programmes badly run.	Die Kommission wird von diesem Haus gerügt, wenn man mit der Durchführung von Programmen unzufrieden ist.	Dieses Haus kritisiert die Kommission, wenn es Programme sieht, die schlecht durchgeführt werden.	ORG_WR_EN_DE_000131
_EN_DE_000131-13	ende	When a programme is well run and has been evaluated as such, we must also give it credit.	Wenn ein Programm gut durchgeführt und die Durchführung als gut bewertet wird, müssen wir dies ebenfalls würdigen.	Wenn ein Programm gut durchgeführt und als solches bewertet wurde, müssen wir es auch würdigen.	ORG_WR_EN_DE_000131
_EN_DE_000131-14	ende	The evaluation highlighted SAVE as a valuable policy instrument to promote energy efficiency but stressed that a clear and consistent strategy for pilot actions was required; that dissemination of results is the key to long-term success; and that long-term effectiveness requires better on-going monitoring and impact analysis.	Im Evaluierungsbericht wird SAVE als wertvolles politisches Instrument zu der Förderung der Energieeffizienz bezeichnet, es wurde jedoch betont, daß eine klare und einheitliche Strategie für Pilotprojekte erforderlich sei, daß die Veröffentlichung von Ergebnissen der Schlüssel für den langfristigen Erfolg sei und für die langfristige Wirksamkeit eine bessere fortlaufende Überwachung und eine Umweltverträglichkeitsprüfung erforderlich sei.	Die Bewertung hob SAVE als wertvolles politisches Instrument zur Förderung der Energieeffizienz hervor, betonte jedoch, dass eine klare und kohärente Strategie für Pilotmaßnahmen erforderlich sei, dass die Verbreitung der Ergebnisse der Schlüssel zum langfristigen Erfolg sei und dass eine langfristige Wirksamkeit eine bessere laufende Überwachung und Wirkungsanalyse erfordere.	ORG_WR_EN_DE_000131
_EN_DE_000131-15	ende	The evaluation also showed that SAVE actions will also indirectly lead to the achievement of the objectives of the non-nuclear energy R[amp]D programme through the creation of a positive environment for the dissemination and implementation of new technology in renewable energies.	Bei der Evaluierung zeigte sich außerdem, daß mit den Maßnahmen in dem Rahmen des SAVE-Programms indirekt die Ziele des Forschungs- und Entwicklungsprogramms auf dem Gebiet der nichtnuklearen Energie erreicht werden können, weil dadurch ein positives Umfeld für die Verbreitung und den Einsatz neuer Technologien für erneuerbare Energieträger geschaffen wird.	Die Bewertung zeigte auch, dass SAVE-Maßnahmen indirekt zur Erreichung der Ziele des F[amp]E-Programms für nichtnukleare Energien beitragen werden, indem sie ein positives Umfeld für die Verbreitung und Umsetzung neuer Technologien im Bereich der erneuerbaren Energien schaffen.	ORG_WR_EN_DE_000131
_EN_DE_000131-16	ende	The amendments proposed by this report are a direct result of this evaluation.	Die in dem Bericht vorgeschlagenen Änderungsanträge ergeben sich unmittelbar aus der Evaluierung.	Die in diesem Bericht vorgeschlagenen Änderungen sind ein direktes Ergebnis dieser Bewertung.	ORG_WR_EN_DE_000131
_EN_DE_000131-17	ende	Energy efficiency means lower consumption, the conservation of non-renewable energy sources and reduced dependence on energy imports, but most of all it means lower levels of environmental pollution from harmful substances such as CO2, one of the major causes of the greenhouse effect.	Energieeffizienz bedeutet geringeren Verbrauch, die Erhaltung nichterneuerbarer Energieträger und geringere Abhängigkeit von Energieeinfuhren, vor allem bedeutet sie jedoch ein geringeres Maß an Umweltverschmutzung durch Schadstoffe wie CO2, einem der Hauptverursacher des Treibhauseffekts.	Energieeffizienz bedeutet einen geringeren Verbrauch, die Schonung nicht erneuerbarer Energiequellen und eine geringere Abhängigkeit von Energieimporten, vor allem aber eine geringere Umweltverschmutzung durch Schadstoffe wie CO2, eine der Hauptursachen des Treibhauseffekts.	ORG_WR_EN_DE_000131
_EN_DE_000131-18	ende	The European Parliament has often underlined the importance of energy-efficient actions and the Council has also emphasised the need for energy savings and a reduction in CO2 emissions in a series of resolutions.	Vom Europäischen Parlament ist die Bedeutung von Maßnahmen zu dem rationelleren Energieeinsatz wiederholt unterstrichen worden, und auch der Rat hat die Notwendigkeit von Energieeinsparungen und einer Senkung der CO2-Emissionen in einer Reihe von Entschließungen bekräftigt.	Das Europäische Parlament hat wiederholt die Bedeutung energieeffizienter Maßnahmen hervorgehoben, und auch der Rat hat in einer Reihe von Entschließungen die Notwendigkeit von Energieeinsparungen und einer Verringerung der CO2-Emissionen betont.	ORG_WR_EN_DE_000131
_EN_DE_000131-19	ende	However, these announcements have been followed up by very modest proposals.	Diesen Ankündigungen folgten jedoch nur sehr bescheidene Vorschläge.	Auf diese Ankündigungen folgten jedoch nur sehr bescheidene Vorschläge.	ORG_WR_EN_DE_000131
_EN_DE_000131-20	ende	The energy savings targets will, in all likelihood, not be achieved by the means foreseen in the SAVE II programme.	Die festgelegten Ziele für die Energieeinsparung werden aller Wahrscheinlichkeit nach mit den in dem Rahmen des Programms SAVE II vorgesehenen Mitteln nicht erreicht.	Die Energieeinsparungsziele werden aller Wahrscheinlichkeit nach mit den im SAVE-II-Programm vorgesehenen Mitteln nicht erreicht werden.	ORG_WR_EN_DE_000131
